Idea_ID,Idea_Title,Idea_Topic,Element_ID,Element_Name,Category,Prompts_Total,Prompts_Image,Prompts_Video,Max_Level,Levels_Filled,Has_Level10_Video,Prompt_Step,Aspect_Ratio,Duration_Sec,Level10_Video_Preview,SEO_Status,SEO_Source,SEO_Title,SEO_Tags,SEO_Tag_Count,SEO_Description_Len,SEO_Pinned_Comment,SEO_Demand,SEO_Novelty,SEO_Saturation,SEO_Opportunity,SEO_Verdict,SEO_Top_Keywords,Video_Generated,Video_File_Path,Task_Status,Task_Attempts,Task_Last_Error,Package_Folder,Upload_Ready,Pipeline_Stage,Idea_Status
102,Infinite Orchard Conveyor,Apple Orchard,10,Apple Orchard,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"Infinite Orchard Conveyor in a locked low-angle push-in shot, the alien-scale crawler surrounding an Apple Orchard as an impossible planetary machine ",⚠️ chatgpt,chatgpt,Infinite Orchard Conveyor: The Planetary Apple Farm Machine,"apple orchard, apple orchard machine, future agriculture, futuristic farming, giant machine, colossal machine, agricultural technology, automated farming...",14,776,Would you trust this impossible apple orchard machine to grow the future? 🍎👇,72.4,0.0,0.0,0.0,insufficient_data,"apple orchard danny go, apple orchard dr strange, apple orchard for preschool, apple orchard for kindergarten, apple orchard for sale",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
103,Solar Titan Harvester,Sunflower Field,11,Sunflower Field,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"Solar Titan Harvester occupies a locked low-angle push-in shot across an impossible world-sized Sunflower Field, its continuous-track crawler chassis ",⚠️ chatgpt,chatgpt,Solar Titan Harvester: A Colossal Sunflower Field Machine,"sunflower field video, sunflower field cinematic video, sunflower field, futuristic agriculture, giant farming machine, colossal machine, AI generated cinematic, future farming technology...",15,700,Would you trust this giant harvester to farm the future? 🌻👇,69.23,0.0,0.0,0.0,insufficient_data,"sunflower field video, sunflower field background video, sunflower field cinematic video, solar build for titan, sunflower field in west bengal",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
104,Sunflower Skywheel,Sunflower Field,11,Sunflower Field,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,Sunflower Skywheel creates a slow orbital arc around its alien-level honeycomb agricultural ring spanning an entire world of Sunflower Fields. At 0-1s,⚠️ chatgpt,chatgpt,Sunflower Field Meets a Planetary Harvesting Skywheel,"sunflower field video, sunflower field cinematic video, sunflower field animation, sunflower field background video, futuristic agriculture, future farming technology, giant harvesting machine, colossal machine...",14,714,Would you trust this giant Skywheel to farm an entire planet? 🌻👇,78.25,0.0,0.0,0.0,insufficient_data,"sunflower field video, sunflower field background video, sunflower field cinematic video, sunflower field painting, sunflower field ambience",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
105,Helios Field Cathedral,Sunflower Field,11,Sunflower Field,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,Helios Field Cathedral begins a continuous fly-through shot passing through its alien-scale limbs and infinite internal gantries above the world-spann,⚠️ chatgpt,chatgpt,Sunflower Field Megastructure: The Helios Field Cathedral,"sunflower field video, sunflower field cinematic video, sunflower field background video, sunflower field animation, sunflower field aesthetic, futuristic agriculture, futuristic farming, giant machine...",15,740,Would you trust this sunflower megastructure to farm the future? 🌻👇,73.45,0.0,0.0,0.0,insufficient_data,"sunflower field video, sunflower field background video, sunflower field cinematic video, sunflower field painting, sunflower field ambience",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
106,Titanic Sun Tracker,Sunflower Field,11,Sunflower Field,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,Titanic Sun Tracker begins with a close shot of a massive solar calibration mechanism moving inside its buried planetary chamber beneath the Sunflower,⚠️ chatgpt,chatgpt,Titanic Sun Tracker: A Floating Solar Megastructure Over Sunflower Fields,"sunflower field, sunflower field video, sunflower field cinematic video, sunflower field following the sun, future agriculture, futuristic farming, giant machine, mega structure...",14,732,Would you trust this floating solar machine to farm the future? 🌻👇,70.19,0.0,0.0,0.0,insufficient_data,"sunflower field following the sun, sunflower field video, sunflower field background video, sunflower field cinematic video, sunflower field in west bengal",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
107,The Golden Root Engine,Sunflower Field,11,Sunflower Field,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,The Golden Root Engine performs the final slow orbital arc around its alien-scale segmented spine beneath an infinite Sunflower Field in one continuou,⚠️ chatgpt,chatgpt,Golden Root Engine: A Giant Machine Beneath a Sunflower Field,"sunflower field video, sunflower field cinematic video, sunflower field, futuristic agriculture, giant machine, underground machine, agricultural technology, future farming...",14,659,Would you trust this underground farming machine with the future of agriculture? 👇,69.23,0.0,0.0,0.0,insufficient_data,"sunflower field video, sunflower field background video, sunflower field cinematic video, sunflower field in west bengal, sunflower field for dove hunting",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
108,Sunflower Leviathan,Sunflower Field,11,Sunflower Field,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,Sunflower Leviathan completes a slow orbital camera arc around an alien-scale sunflower field where the buried machine extends beyond the horizon in e,⚠️ chatgpt,chatgpt,Sunflower Field Cinematic Video: The Leviathan Harvest Machine,"sunflower field cinematic video, sunflower field video, sunflower field background video, sunflower field animation, sunflower field aesthetic, futuristic agriculture, agricultural machine, giant machine...",15,566,Would you trust this colossal farming machine in your fields? 🌻👇,78.25,0.0,0.0,0.0,insufficient_data,"sunflower field video, sunflower field background video, sunflower field cinematic video, sunflower field painting, sunflower field ambience",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
109,Petal Storm Generator,Sunflower Field,11,Sunflower Field,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"Petal Storm Generator begins a continuous vertical ascent shot from the Sunflower Field, rising along an alien-level tower that connects the ground to",⚠️ chatgpt,chatgpt,Sunflower Field's Petal Storm Generator: A Colossal Weather Machine,"sunflower field video, sunflower field cinematic video, sunflower field background video, petal storm generator, futuristic weather machine, colossal machine, giant machine concept, AI generated cinematic...",15,652,Would you build this weather machine for a sunflower field? 🌻👇,69.23,0.0,0.0,0.0,insufficient_data,"sunflower field video, sunflower field background video, sunflower field cinematic video, sunflower field in west bengal, sunflower field for dove hunting",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
110,The Million-Arm Pollinator,Sunflower Field,11,Sunflower Field,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"The Million-Arm Pollinator starts with an extreme close shot of a pollination arm activating inside a single honeycomb cell, then the camera relentles",⚠️ chatgpt,chatgpt,The Million-Arm Pollinator: A Sunflower Field Mega Machine,"sunflower field video, sunflower field cinematic video, sunflower field, futuristic agriculture, robotic pollinator, mechanical pollinator, future farming technology, AI generated cinematic video...",15,766,Would you trust a million-arm machine to pollinate an entire field? 🌻👇,69.01,0.0,0.0,0.0,insufficient_data,"sunflower field video, the million dollar arm, sunflower field background video, sunflower field cinematic video, the million dollar arm movie",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
111,Colossus Seed Forge,Sunflower Field,11,Sunflower Field,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"Colossus Seed Forge delivers a maximum-scale lateral tracking shot along its impossible honeycomb refinery face in the Sunflower Field, where entire r",⚠️ chatgpt,chatgpt,Colossus Seed Forge: A Sunflower Field Megamachine,"sunflower field cinematic video, sunflower field video, sunflower field background video, colossus seed forge, futuristic agriculture, future farming technology, giant agricultural machine, colossal machine...",14,656,Would you trust this futuristic harvest machine on your farm? 🌻👇,69.23,0.0,0.0,0.0,insufficient_data,"sunflower field video, sunflower field background video, sunflower field cinematic video, sunflower field in west bengal, sunflower field for dove hunting",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
112,Solar Bloom Clock,Sunflower Field,11,Sunflower Field,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"Solar Bloom Clock emerges across an impossible planetary Sunflower Field in a continuous locked low-angle push-in shot, the articulated multi-legged c",⚠️ chatgpt,chatgpt,Solar Bloom Clock: A Colossal Machine in a Sunflower Field,"sunflower field video, sunflower field cinematic video, sunflower field, sunflower field background video, solar powered clock, Solar Bloom Clock, futuristic agriculture, giant machine...",14,715,Would you trust this giant clock to control an entire sunflower field? 🌻👇,69.23,0.0,0.0,0.0,insufficient_data,"sunflower field video, sunflower field background video, sunflower field cinematic video, sunflower field in west bengal, sunflower field for dove hunting",✅ Yes,C:\Users\Irak\Desktop\Youtube Pipeline\PromptDatabase\output_packaged\11.10.Level_10_Solar_Bloom_Clock\11.10.Level_10_Solar_Bloom_Clock.mp4,—,0,,,❌ No,5️⃣ Needs Packaging,new
113,The Grassland Tide Engine,Grassland,12,Grassland,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,The Grassland Tide Engine opens with an extreme close shot of its continuous-track crawler chassis as alien-scale soil belts move beneath a planet-wid,⚠️ chatgpt,chatgpt,The Grassland Tide Engine: A Colossal Machine That Moves a Prairie,"grassland, grassland biome, grassland ecosystem, the grassland biome, futuristic agriculture, colossal machines, giant machine, future technology...",14,740,Would you trust a machine that could move and regrow an entire grassland? 🌱👇,65.2,0.0,0.0,0.0,insufficient_data,"what is the grassland, the grassland biome, the grassland ecosystem, the temperate grassland, grassland background video",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
114,Skyroot Rain Harvester,Grassland,12,Grassland,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,Skyroot Rain Harvester vertical ascent shot begins beside the world-scale crawler chassis embedded across Grassland and rises through the ultimate atm,⚠️ chatgpt,chatgpt,Skyroot Rain Harvester: The Impossible Rain Water Harvesting Machine,"rain water harvesting technology, rain water harvesting, grassland, futuristic technology, future engineering, giant machine, mega structure, atmospheric water harvesting...",15,730,Would you trust this sky-sized rain harvesting machine to control a planet's weather? 🌧️👇,61.74,0.0,0.0,0.0,insufficient_data,"grassland chant lion king jr, grassland background video, grassland animals for kindergarten, grassland all the way, grassland chest locations dragon adventures",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
115,Prairie Wind Shepherd,Grassland,12,Grassland,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"Prairie Wind Shepherd appears in a slow orbital arc shot around the ultimate Grassland torus, revealing a planetary-scale atmospheric machine whose sa",⚠️ chatgpt,chatgpt,Prairie Wind Shepherd: A Giant Grassland Machine Herd,"prairie wind, grassland, prairie wind sounds, grassland biome, futuristic machines, giant machines, colossal machine, megastucture...",15,660,Would you trust a machine herd to control the winds? 🌬️ What would you build it to do? 👇,68.09,0.0,0.0,0.0,insufficient_data,"prairie grass blowing in the wind, prairie wind sounds, prairie wind full album, prairie wind kevin costley, prairie wind neil young",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
116,The Buried Sunwheel,Grassland,12,Grassland,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,The Buried Sunwheel opens with a close shot of a planetary terrain-control mechanism moving beneath the immense canopy while a Grassland climate zone ,⚠️ chatgpt,chatgpt,The Buried Sunwheel: A Giant Machine That Controls a Grassland,"grassland, grassland machine, futuristic agriculture, giant machine, colossal machine, megastructure, future technology, underground machine...",15,718,Would you build the Sunwheel on Earth? What season would you create first? 🌍👇,64.08,0.0,0.0,0.0,insufficient_data,"grassland background video, grassland animals for kindergarten, grassland all the way, grassland chant lion king jr, grassland fencing machine",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
117,Thunderhoof Generator,Grassland,12,Grassland,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,Thunderhoof Generator spiralling descent shot around a planet-dominating Grassland machine as invisible footsteps create planetary waves. At 0s HUD UN,⚠️ chatgpt,chatgpt,Thunderhoof Generator: A Colossal Grassland Machine Beneath the Prairie,"grassland, grassland machine, futuristic machine, colossal machine, megastucture, AI generated cinematic, future agriculture, underground machine...",14,621,Would you trust the Thunderhoof Generator to reshape an entire prairie? 🌱👇,64.3,0.0,0.0,0.0,insufficient_data,"grassland background video, thunderhoof x steeljaw, grassland animals for kindergarten, grassland all the way, grassland chant lion king jr",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
118,Prairie Memory Engine,Grassland,12,Grassland,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"Prairie Memory Engine spiralling descent shot begins around the maximum alien-scale archival tower dominating the grassland planet, wrapping around st",⚠️ chatgpt,chatgpt,Prairie Memory Engine: The Future of Grassland Restoration,"grassland, grassland ecosystem, prairie, prairie restoration, futuristic machine, future technology, giant machine, colossal machine...",14,661,Could a machine like the Prairie Memory Engine ever restore lost ecosystems? 🌱👇,61.82,0.0,0.0,0.0,insufficient_data,"grassland chant lion king jr, grassland background video, grassland animals for kindergarten, grassland all the way, grassland chest locations dragon adventures",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
119,Horizon Grass Loom,Grassland,12,Grassland,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"Horizon Grass Loom begins a continuous vertical ascent shot from a planetary Grassland plain, rising through endless articulated towers until the alie",⚠️ chatgpt,chatgpt,The Horizon Grass Loom: A Colossal Machine Weaving Living Grasslands,"Horizon Grass Loom, grassland, future agriculture, futuristic machine, giant machine, megastucture, grassland biome, future technology...",15,718,Would you trust a machine this massive to reshape Earth's grasslands? 🌱👇,62.44,0.0,0.0,0.0,insufficient_data,"horizon forbidden west grass, loom knit cowl on round loom, grassland chant lion king jr, grassland background video, grassland animals for kindergarten",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
120,Cloudshadow Irrigator,Grassland,12,Grassland,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"Cloudshadow Irrigator starts with the camera inches from an alien-scale underground traction engine beneath Grassland, then relentlessly pulls backwar",⚠️ chatgpt,chatgpt,Cloudshadow Irrigator: The Colossal Grassland Climate Machine,"Cloudshadow Irrigator, grassland, grassland machine, irrigator, irrigation machine, futuristic agriculture, futuristic engineering, climate engineering...",15,663,Would you trust a machine this huge to reshape a planet's climate? 👇,64.3,0.0,0.0,0.0,insufficient_data,"irrigator how to use, grassland background video, grassland animals for kindergarten, grassland all the way, grassland chant lion king jr",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
121,The Seed Moon,Grassland,12,Grassland,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"The Seed Moon dominates a sweeping crane shot above the Grassland, revealing a planet-scale ecological sphere moving on continental continuous tracks.",⚠️ chatgpt,chatgpt,The Seed Moon: A Colossal Machine That Rebuilds the Grassland,"The Seed Moon, grassland, grassland machine, future agriculture, futuristic farming, giant machine, megastucture, ecological engineering...",14,710,Would you trust the Seed Moon to redesign Earth's ecosystems? 🌱👇,69.1,0.0,0.0,0.0,insufficient_data,"what is the moon seed in descenders, the moon seed descenders, under the moon star seed, the seed hq, the secret of the seed",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
122,Prairie Planet Engine,Grassland,12,Grassland,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"Prairie Planet Engine, lateral tracking shot along an alien-scale Grassland honeycomb planetary surface, one continuous 8 seconds, 9:16 vertical. The ",⚠️ chatgpt,chatgpt,Planet Engine: The Hidden Machine Beneath the Prairie,"planet engine, space engine making a planet, prairie planet engine, grassland biome, futuristic engineering, colossal machine, mega structure, planetary machine...",14,690,"If this Planet Engine existed, what would you change first on Earth? 🌎👇",64.2,0.0,0.0,0.0,insufficient_data,"space engine making a planet, planet engine, proton tether journey to the savage planet, grassland chant lion king jr, grassland background video",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
123,The Dune-Swallowing Sand Leviathan,Desert,13,Desert,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"The Dune-Swallowing Sand Leviathan enters a maximum-scale fly-through inside its impossible suspended aerial platform, with the camera threading betwe",⚠️ chatgpt,chatgpt,The Largest Desert Leviathan Ever Built: Sand-Swallowing Machine,"desert leviathan, sand leviathan, giant desert machine, sand swallowing machine, massive crawler machine, futuristic engineering, colossal machine, desert megastructure...",14,604,Would you trust this sand-swallowing machine to explore another planet? 👇,61.4,0.0,0.0,0.0,insufficient_data,"the largest leviathan in subnautica, desert fathers in a year, the leviathan in subnautica, desert eagle 50 ae, desert biome plants vs brainrots",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
124,Solar Mirage Energy Tower,Desert,13,Desert,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"Solar Mirage Energy Tower vertical ascent shot rises from the Desert world surface along the alien maximum obsidian spire, revealing infinite stacked ",⚠️ chatgpt,chatgpt,Solar Tower That Turns Desert Mirages Into Infinite Energy,"solar tower, solar tower light, desert solar tower, futuristic solar energy, solar energy technology, renewable energy future, molten salt energy, desert megastructure...",14,680,Would you build this desert energy tower on Earth or another planet? 👇,62.15,0.0,0.0,0.0,insufficient_data,"solar tower light, desert fathers in a year, desert eagle 50 ae, desert biome plants vs brainrots, desert edge vs notre dame",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
125,The Deep-Basin Moisture Siphon,Desert,13,Desert,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"The Deep-Basin Moisture Siphon performs a slow orbital arc around its alien-scale suspended platform above a desert planet, revealing impossible atmos",⚠️ chatgpt,chatgpt,The Desert Moisture Siphon: An Underground Water Machine,"desert moisture siphon, desert water machine, atmospheric water collection, underground water system, desert engineering, futuristic water technology, cryogenic condenser, water from air technology...",13,559,Could a machine like this transform deserts forever? What would you build first? 👇,61.22,0.0,0.0,0.0,insufficient_data,"desert fathers in a year, desert eagle 50 ae, desert biome plants vs brainrots, desert edge vs notre dame, siphon water with long hose",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
126,Sandstorm Kinetic Foundry,Desert,13,Desert,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"Sandstorm Kinetic Foundry crane shot begins above a Desert planet, the alien-scale rotating torus emerging from cold blue haze as the camera sweeps do",⚠️ chatgpt,chatgpt,Sandstorm Kinetic Foundry: A Colossal Desert Energy Machine,"sandstorm kinetic foundry, desert energy machine, sandstorm machine, desert technology, futuristic engineering, colossal machine, kinetic energy machine, alien megastructure...",14,589,Could a machine like this survive a planet-wide sandstorm? What would you build? 👇,62.63,0.0,0.0,0.0,insufficient_data,"desert eagle 50 ae, desert fathers in a year, desert at night, desert biome plants vs brainrots, desert edge vs notre dame",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
127,The Obsidian Dune Walker,Desert,13,Desert,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,The Obsidian Dune Walker begins a spiralling descent shot around its universe-scale obsidian torus while crossing the Desert with impossible solar the,⚠️ chatgpt,chatgpt,Obsidian Dune Walker: The Ultimate Desert Megastructure Machine,"desert machine, futuristic engineering, giant rover, futuristic machine, desert megastructure, obsidian machine, solar thermal technology, alien technology concept...",14,620,Would humanity ever build a machine like the Obsidian Dune Walker? 👇,62.93,0.0,0.0,0.0,insufficient_data,"desert eagle 50 ae, desert fathers in a year, obsidian worldbreaker how to get, desert at night, desert biome plants vs brainrots",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
128,Crystalline Sand Sifter Titan,Desert,13,Desert,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,Crystalline Sand Sifter Titan appears as an alien maximum-scale Desert tower while the camera performs a slow orbital arc around its endless vertical ,⚠️ chatgpt,chatgpt,Crystalline Sand Sifter Titan: The Future of Desert Solar Machines,"Crystalline Sand Sifter Titan, sand sifter machine, desert machine, silica processing, solar photovoltaic, solar energy technology, future engineering, giant machine concept...",15,674,Would you trust this titan to build the next era of solar power? 🌞👇,61.3,0.0,0.0,0.0,insufficient_data,"desert fathers in a year, desert eagle 50 ae, desert biome plants vs brainrots, desert edge vs notre dame, the great machine desert lodge",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
129,The Subterranean Aquifer Drill,Desert,13,Desert,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,⚠️ chatgpt,chatgpt,Subterranean Aquifer Drill: Mining Ancient Water Beneath the Desert,"groundwater flow in confined aquifer, aquifer drill, subterranean aquifer drill, desert water extraction, groundwater technology, deep drilling machine, futuristic engineering, colossal machine...",14,492,Would a machine this massive change how we find water in deserts? 👇,62.52,0.0,0.0,0.0,insufficient_data,"desert eagle 50 ae, desert fathers in a year, groundwater flow in confined aquifer, desert at night, desert biome plants vs brainrots",❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
130,Desert Sun-Forge Colossus,Desert,13,Desert,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"Desert Sun-Forge Colossus is revealed in a sweeping crane shot descending from above planetary desert haze, slowly uncovering an alien-scale honeycomb",⚠️ chatgpt,chatgpt,Desert Colossus: Sun Forge Melts Quartz Into Telescope Lenses,"desert colossus, desert sun, sun forge, solar furnace, desert megastructure, futuristic engineering, giant machine, colossal machine...",14,429,Would this sun-forge machine change space exploration forever? 🌞👇,67.73,0.0,0.0,0.0,insufficient_data,"the desert sun, desert colossus heart piece, desert colossus, desert sun, desert eagle 50 ae",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
131,The Shifting Sand Ocean Ark,Desert,13,Desert,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,⚠️ chatgpt,chatgpt,Shifting Sand Ark: A Futuristic Desert Ship Carrying Oasis Biomes,"shifting sand ark, desert machine, futuristic desert technology, sand ship, future engineering, colossal machine, desert biome, oasis biome...",14,569,Would you build this desert ark to move ecosystems across the planet? 🌍👇,63.15,0.0,0.0,0.0,insufficient_data,"shifting sand land music, shifting sand land ost, shifting sand land in the talons of the big bird, how to get all stars in shifting sand land, desert fathers in a year",❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
132,The Infinite Desert Terraformer,Desert,13,Desert,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,The Infinite Desert Terraformer opens in a lateral tracking shot beside its impossible-scale rotating torus as it spreads drought-resistant bio-engine,⚠️ chatgpt,chatgpt,The Infinite Desert Terraformer: A Machine That Rebuilds the Desert,"desert terraforming, desert restoration, terraforming machine, futuristic machine, giant machine, colossal machine, autonomous farming machine, desert technology...",15,590,Could a machine like this ever restore a desert planet? 🌍 What would you build first? 👇,64.53,0.0,0.0,0.0,insufficient_data,"desert eagle 50 ae, desert fathers in a year, desert at night, desert for kids, desert animals for kids",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
133,The Golden Husk Sifter,Corn Field,6,Corn Field,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"The Golden Husk Sifter begins a sweeping crane descent from beyond the atmosphere, revealing the ultimate vertical tower emerging through cold blue ha",⚠️ chatgpt,chatgpt,The Golden Husk Sifter: A Colossal Machine in a Corn Field,"corn field, corn field interstellar, futuristic agriculture, giant machine, colossal machine, future farming technology, AI generated machine, agriculture technology...",12,524,Would you trust this colossal corn field machine to farm the future? 🌽👇,69.5,0.0,0.0,0.0,insufficient_data,"corn in corn field, corn field blowing in the wind, clown in the corn field explained, corn field at night, corn field background video",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
134,The Corn Maze Planetary Combine,Corn Field,6,Corn Field,Impossible Giant Machine,0,0,0,0,,No,❌ No Prompts,,,,⚠️ chatgpt,chatgpt,Giant Corn Field Maze Machine Harvests an Endless Spiral,"corn field maze, corn field, corn maze, giant farming machine, futuristic agriculture, massive harvester, corn harvest machine, futuristic machine...",14,503,Would you trust this alien-scale corn harvester to run an entire planet's farms? 🌽👇,71.07,0.0,0.0,0.0,insufficient_data,"corn field maze, corn in corn field, corn field blowing in the wind, clown in the corn field explained, corn field at night",❌ No,,—,0,,,❌ No,1️⃣ Needs Prompts,new
135,Sun-Ripened Kernel Reactor,Corn Field,6,Corn Field,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,"Sun-Ripened Kernel Reactor vertical ascent shot begins at the base of the alien-scale tower rising from an endless Corn Field, revealing the ultimate ",⚠️ chatgpt,chatgpt,Corn Field Reactor: The Solar Machine Turning Corn Into Energy,"corn field, corn in corn field, corn field interstellar, futuristic agriculture, futuristic farming, solar thermal machine, giant farming machine, agricultural technology...",14,520,Would you trust this alien-scale corn reactor to power the future? 🌽👇,67.46,0.0,0.0,0.0,insufficient_data,"corn in corn field, corn field blowing in the wind, clown in the corn field explained, corn field at night, corn field background video",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
136,The Titan Stalk Shredder,Corn Field,6,Corn Field,Impossible Giant Machine,20,10,10,10,"1,2,3,4,5,6,7,8,9,10",Yes,✅ Complete (20/20),9:16,8.0,The Titan Stalk Shredder begins with an extreme close view of an alien-scale stalk shredding mechanism crushing dry corn stalks inside a planetary Cor,⚠️ chatgpt,chatgpt,Titan Stalk Shredder: A Giant Corn Field Recycling Machine,"corn field, corn in corn field, corn field interstellar, corn field background video, corn field ambience, futuristic farming, agriculture machine, giant farming machine...",15,491,Would you trust this alien-scale farm machine to transform every corn field? 🌽👇,69.5,0.0,0.0,0.0,insufficient_data,"corn in corn field, corn field blowing in the wind, clown in the corn field explained, corn field at night, corn field background video",❌ No,,—,0,,,❌ No,4️⃣ Needs Video,new
